WEEK
67
81.42857143
57.42857143
63.28571429
52.14285714
52.57142857
38.71428571
39
47.28571429
42.85714286
59.57142857
44
60.85714286
43
35.71428571
48.42857143
42.28571429
33
43.71428571
37.28571429
42.71428571
33.57142857
31.71428571
22.71428571
32.14285714
26.85714286
37.85714286
50.28571429
42.42857143
45.57142857
53.85714286
50.57142857
40.57142857
38.28571429
85.28571429
51.28571429
34.85714286
39.71428571
37
61.71428571
51.85714286
38
50
48.57142857
61.14285714
82.28571429
78.42857143
43.85714286
75.28571429
85.57142857
83.42857143
46.85714286
65.14285714
58.71428571
62
42.71428571
49.71428571
37.14285714
42.85714286
42.42857143
62.28571429
38.42857143
45.71428571
41.42857143
53
49.57142857
41
48.57142857
36.57142857
37.57142857
37.28571429
37
42.71428571
55.28571429
45
34.28571429
30
30.42857143
35.14285714
42.14285714
45.28571429
46.28571429
37.14285714
30.28571429
31.14285714
41.71428571
65.14285714
71.71428571
38.85714286
75.57142857
51.71428571
38.85714286
56.14285714
59.57142857
59.85714286
45.28571429
51.85714286
49
70.28571429
64.28571429
58.85714286
79.85714286
57.57142857
49.14285714
54.57142857
64
48
59.85714286
48.28571429
43.57142857
58.42857143
36.85714286
39.57142857
37
41.85714286
33
29.28571429
42.28571429
28.28571429
26.42857143
35.71428571
29.28571429
34
32.57142857
31.57142857
40.57142857
23.57142857
30
27.71428571
44.28571429
26.71428571
38.71428571
39.85714286
62.42857143
49.71428571
52.42857143
31.57142857
57.42857143
44.85714286
51.28571429
52.71428571
66.85714286
64.42857143
84
53.57142857
55
50.42857143
52.42857143
56.85714286
54.57142857
78.85714286
60.42857143
63.28571429
39.85714286
37.57142857
31.85714286
39.14285714
43.14285714
35.42857143
41
39.57142857
45.28571429
37.42857143
31.57142857
30.14285714
39.57142857
43.14285714
33.85714286
28.57142857
34.71428571
30.71428571
34.85714286
39.28571429
33.28571429
38.28571429
28.42857143
35.42857143
34.14285714
39.42857143
38
48.57142857
36
25.85714286
44.57142857
89.57142857
84.57142857
49.57142857
50.14285714
52
53.14285714
65.14285714
51.57142857
64.14285714
41
48
65.28571429
54.14285714
48.42857143
47.71428571
54.85714286
56.28571429
45.71428571
65.85714286
66.28571429
70.57142857
67
25.28571429
26.71428571
24.28571429
56.57142857
48.71428571
29.85714286
32.71428571
29.14285714
33.57142857
25.42857143
24.14285714
35.57142857
21.85714286
27.57142857
39
31.28571429
28.14285714
39.71428571
34.71428571
26.85714286
36.42857143
47.14285714
37.28571429
36.85714286
46.14285714
49.42857143
51.14285714
30.42857143
35.85714286
43.85714286
39.14285714
58.14285714
40.42857143
45.28571429
44
56.85714286
44.71428571
31.71428571
31.71428571
40.85714286
54.28571429
37.85714286
44.14285714
33.42857143
26.42857143
33
32
39.85714286
26.57142857
36.71428571
45
38.14285714
36.14285714
27.85714286
27
34
30.85714286
28.85714286
24.71428571
27.14285714
28.14285714
27
27
27
30
36.14285714
27.85714286
34.71428571
24.14285714
30.42857143
36.28571429
45.14285714
25.14285714
40.85714286
47
49.42857143
61.57142857
44.42857143
38.71428571
46
35.14285714
56.57142857
50.14285714
39.14285714
48
42.28571429
44
29.71428571
44.57142857
40.28571429
38.85714286
38.85714286
50.28571429
50.71428571
52.42857143
32.71428571
28.42857143
28.57142857
35.57142857
32.28571429
44.28571429
33.14285714
21.71428571
23.14285714
21.14285714
30.14285714
32
28.85714286
27.14285714
27
46.28571429
29.28571429
32.85714286
26
16.14285714
24
25.85714286
31.14285714
38.42857143
39.14285714
25.71428571
36.28571429
31.85714286
31
30
32
47.57142857
37.57142857
45.85714286
50.57142857
44.14285714
39
49
40.14285714
36.85714286
37.71428571
45.28571429
45.57142857
46.57142857
40.28571429
40.71428571
37.71428571
32
22.85714286
49.57142857
52
29.28571429
25
37.42857143
26.42857143
22.42857143
33
32.71428571
40.42857143
30.42857143
23
26.28571429
26.28571429
24.14285714
23
26.85714286
27.14285714
22.57142857
28.42857143
23
24.42857143
45
27.42857143
36.28571429
32
42.85714286
45
31.57142857
